id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
id-099,-14.72,20.05,g,,x,-11.65,-9.13,-0.73,19.0,,B
id-100,26.68,-4.81,i,l,v,-26.0,-4.0,-18.15,7.85,-3.5,C
id-101,-18.46,-7.6,f,l,v,-12.51,-20.77,-20.41,15.52,-18.01,D
id-102,10.22,14.6,g,l,u,31.14,2.9,-8.1,-23.72,3.89,B
id-103,-8.85,3.95,,m,v,71.19,-21.33,43.83,-26.87,0.64,B
id-104,-5.15,-12.06,e,l,u,29.67,2.65,-15.39,-18.38,2.59,C
id-105,-14.05,-1.21,e,m,w,19.08,3.94,-1.38,-16.0,-0.06,C
id-106,,23.93,f,l,v,1.07,-2.39,-9.43,19.6,-11.66,D
id-107,-5.57,1.73,g,n,x,56.1,3.01,58.32,-20.98,-11.87,B
id-108,-15.96,-5.24,f,n,x,,-12.06,12.15,0.18,-3.27,A
id-109,4.06,0.0,i,,y,-20.83,-4.39,20.14,30.84,-5.8,A
id-110,-15.65,-0.54,f,m,x,7.95,-15.54,8.53,4.5,7.7,A
id-111,8.94,19.26,h,l,,12.66,-12.09,-1.1,-5.14,-14.28,D
id-112,-7.56,-10.64,f,l,y,-17.43,-0.92,-0.5,-8.81,-0.49,D
id-113,35.1,5.73,h,n,u,21.21,4.53,3.49,-40.5,12.1,B
id-114,-9.59,1.99,f,m,w,5.42,10.78,-5.21,-10.16,-7.16,C
id-115,-1.39,6.2,i,n,x,7.29,9.26,33.45,23.81,-11.06,C
id-116,-15.8,3.44,f,n,w,11.15,-8.9,3.47,2.04,-17.75,D
id-117,12.14,-8.66,h,m,y,-28.4,13.76,3.87,3.74,4.5,C
id-118,2.11,-7.25,i,m,x,-15.63,-2.62,10.37,20.9,13.56,A
id-119,14.48,23.32,h,n,u,17.3,-18.52,0.86,-16.02,,D
id-120,-8.19,-8.96,h,n,y,-12.32,7.73,23.92,23.2,4.03,A
id-121,-13.83,-10.6,f,p,w,-19.98,13.07,-16.22,16.86,12.37,D
id-122,-7.17,10.14,e,l,x,-3.37,-7.95,-8.55,-12.62,-8.42,A
id-123,-14.92,6.69,e,m,w,23.54,10.04,-6.69,-31.27,2.54,C
id-124,-3.79,3.06,h,o,x,-6.45,-13.04,7.33,11.59,-4.26,A
id-125,-15.68,3.62,e,m,x,-6.44,2.43,-16.52,-11.23,2.78,C
id-126,22.45,10.91,i,n,y,-30.08,4.2,-5.5,0.69,5.95,C
id-127,-13.0,1.62,e,l,v,10.18,-12.23,-13.24,-7.34,4.99,C
id-128,-26.69,-1.64,e,l,w,1.02,10.6,-8.8,5.15,15.37,A
id-129,-8.68,-6.65,g,l,w,-21.19,6.23,-12.95,21.33,2.89,D
id-130,-9.89,0.04,e,o,u,23.2,-12.19,-17.49,-21.41,-4.12,C
id-131,-22.72,-16.03,e,l,u,14.38,-0.15,-13.34,1.52,-4.29,D
id-132,-19.85,-15.06,g,n,u,30.37,-10.5,0.92,13.58,-13.79,D
id-133,-16.25,-6.75,f,o,x,-31.29,-12.55,-22.03,19.79,8.48,D
id-134,-21.94,-2.54,f,o,v,-6.18,0.11,-9.39,22.65,-4.44,D
id-135,8.26,-3.86,g,p,w,-23.11,6.23,-16.33,0.74,2.12,A
id-136,17.09,-2.57,h,o,,21.26,-2.9,3.63,,-7.06,B
id-137,-2.86,-4.42,e,p,v,2.26,3.49,-16.98,-19.06,-7.96,C
id-138,-2.17,1.73,f,l,,22.52,7.05,-5.79,-10.47,13.8,C
id-139,2.48,2.04,h,m,v,4.62,-29.39,0.15,1.07,10.45,B
id-140,-18.32,-0.05,f,l,w,8.83,0.89,1.33,-0.7,-23.06,D
id-141,5.2,4.83,i,l,y,-21.92,7.58,16.25,21.51,-6.23,A
id-142,-19.97,9.53,e,p,,-2.35,-6.53,-10.13,6.35,-10.46,A
id-143,15.61,12.29,,m,y,-38.44,19.39,9.39,29.67,-26.05,A
id-144,10.74,-10.54,,m,y,-17.88,11.0,14.4,13.94,-1.92,C
id-145,-18.62,-9.1,e,o,x,14.67,-5.62,-3.16,-21.91,-0.7,A
id-146,9.81,-7.36,f,o,y,-20.14,-1.55,-16.69,-20.42,-6.54,B
id-147,-4.41,13.44,h,o,x,-7.2,-10.13,9.27,9.23,-0.17,D
id-148,,-16.71,f,p,y,-7.0,,-3.56,-12.37,7.98,B
id-149,-10.87,-4.21,e,,y,-16.43,-6.59,-11.57,-8.75,3.08,A
id-150,5.43,3.11,i,n,x,-18.26,-27.06,7.62,18.43,4.49,C
id-151,6.89,6.26,i,n,v,-17.39,12.17,-4.13,22.12,-2.26,C
id-152,-6.97,-17.99,g,m,x,-20.49,-1.94,-6.25,15.95,-1.59,D
id-153,-15.47,3.67,f,m,w,-6.01,-14.22,-12.28,,2.7,A
id-154,-17.05,-0.43,e,l,w,-4.17,7.65,-14.41,4.17,-4.85,C
id-155,13.91,-10.69,i,n,u,-1.8,-8.39,-5.92,21.43,3.61,B
id-156,-6.4,3.33,g,n,v,25.53,-0.83,13.34,-5.99,2.91,C
id-157,-2.21,9.7,g,o,u,28.49,4.79,-0.06,-0.63,-3.38,D
id-158,0.53,-3.83,g,m,w,,5.34,-4.32,1.14,23.05,A
id-159,-1.8,-8.03,g,m,y,-43.58,-14.41,-9.74,8.72,-12.92,D
id-160,-41.95,-6.79,e,o,x,25.4,-3.62,21.42,9.68,-9.56,A
id-161,-3.45,7.25,h,p,w,29.34,-6.9,26.87,-1.46,-8.99,B
id-162,13.32,0.74,g,m,w,-22.65,-3.41,-17.68,-5.02,1.65,B
id-163,1.11,0.82,h,n,v,-1.18,-8.77,-4.8,,-21.53,B
id-164,2.11,-21.41,g,p,w,-10.52,7.65,-13.81,-0.32,-22.1,A
id-165,-24.83,1.74,e,l,w,20.34,-0.24,7.79,-3.12,11.22,A
,,-14.45,e,n,w,23.81,-10.41,-5.65,-36.67,3.95,C
id-167,-29.95,-3.38,f,m,x,14.38,,16.19,10.38,-9.69,A
id-168,-18.33,8.75,f,l,w,-18.31,-10.5,-21.13,17.26,7.76,D
id-169,-0.79,3.14,h,n,y,-32.06,-4.39,,20.34,-8.78,D
id-170,-34.46,-2.3,e,m,u,24.09,12.99,-16.84,17.18,5.88,D
id-171,-20.4,-14.06,f,p,u,13.17,3.62,-6.87,16.1,-15.47,D
id-172,2.98,-5.46,g,m,w,-9.94,-16.95,-7.82,-0.4,-1.73,B
id-173,11.51,-9.32,h,p,v,17.99,-3.99,9.2,-13.64,-13.96,B
id-174,-9.25,-9.52,g,o,y,-13.64,9.29,-0.92,8.66,-8.1,D
,-10.01,10.24,g,p,v,25.21,7.01,12.7,-1.28,7.58,C
id-176,-11.62,-4.38,f,o,y,-15.68,-3.57,-9.55,0.47,5.76,D
id-177,8.82,8.16,i,o,u,4.03,1.78,1.82,23.14,12.34,C
id-178,0.54,-20.1,i,l,y,-6.42,1.26,24.78,12.55,-11.49,C
id-179,-15.07,7.33,e,p,y,-0.04,11.01,-5.61,-29.37,-16.68,A
id-180,16.46,6.07,h,n,v,7.11,0.1,-4.92,-14.32,-7.32,B
id-181,,0.42,i,l,u,-28.12,-5.49,-19.83,27.24,11.76,B
id-182,28.04,,h,o,v,8.14,6.86,-1.22,-26.02,1.99,B
id-183,17.3,3.37,h,p,u,7.4,-6.09,-3.18,-11.13,2.81,B
id-184,-13.36,-11.78,g,p,w,-14.28,-9.38,-12.04,17.16,-0.74,D
id-185,-10.57,-8.76,g,n,y,-8.41,14.46,11.64,15.74,-5.96,A
id-186,19.03,-5.47,h,n,u,25.61,-0.56,-2.2,-23.41,-10.22,B
id-187,6.6,-2.59,h,p,w,-23.77,11.98,-15.5,10.01,-0.86,B
id-188,12.59,-18.82,i,p,w,-19.19,2.41,-1.47,16.64,8.87,C
id-189,20.4,-2.58,i,o,u,-9.11,-8.53,-12.8,16.15,0.35,B
id-190,-31.84,-9.7,e,m,x,17.4,8.01,8.42,1.98,16.0,A
id-191,2.91,-0.17,i,l,y,-19.19,26.94,16.51,17.76,-1.34,C
id-192,-19.55,-4.69,e,o,v,2.1,6.18,-15.51,4.26,-17.77,C
id-193,-3.76,12.15,g,m,y,-31.94,-8.05,-7.16,5.34,-4.11,D
id-194,-15.31,0.77,f,l,,13.65,-4.79,-7.25,10.76,-4.46,D
id-195,9.16,-4.33,h,p,w,3.3,-2.12,7.83,-1.32,0.15,B
id-196,-15.98,4.06,e,o,,1.54,6.39,-1.41,-3.9,,D
id-197,-11.36,0.06,g,m,x,-25.55,0.27,-12.01,23.16,10.95,D
id-198,-10.71,8.67,g,n,x,-15.98,-9.85,-5.15,10.26,15.16,D
id-199,-6.86,-6.68,h,o,x,-49.09,-5.89,-27.92,32.21,23.27,D
id-200,6.74,10.97,h,o,v,-1.4,-20.64,-4.26,4.46,-4.03,B
id-201,21.82,-10.02,i,n,u,-10.56,-1.84,-14.49,3.49,0.53,B
id-202,-12.19,8.86,e,n,x,,-0.69,-10.47,-6.1,10.73,A
id-203,18.64,,i,l,w,-5.34,25.37,6.48,-3.46,3.86,C
id-204,6.54,8.94,h,p,v,-9.21,22.41,-8.6,6.84,-6.77,B
id-205,4.85,8.31,i,n,y,-20.72,-4.2,12.05,16.61,12.99,C
id-206,-17.1,-6.09,f,l,w,-22.35,-13.21,-18.27,19.93,-1.32,D
id-207,7.84,8.93,h,n,v,10.75,-12.6,2.2,-0.93,-6.34,D
id-208,-11.31,-3.45,f,p,y,-4.76,-5.88,2.31,-4.16,6.74,D
id-209,-6.37,-8.08,f,n,v,4.04,2.27,-18.28,-7.69,10.67,C
id-210,-23.65,0.39,e,n,w,12.85,-15.9,-24.88,-34.23,2.18,C
id-211,6.1,-7.89,h,l,w,15.91,1.64,16.57,-8.76,0.76,B
id-212,-0.22,-5.85,h,o,w,18.62,-19.5,17.24,-1.6,10.42,B
id-213,3.56,6.94,h,o,y,12.94,8.92,32.0,,6.16,B
id-214,8.48,2.24,h,p,y,-14.92,-3.81,29.4,-8.39,-17.87,C
id-215,-14.8,-11.56,e,p,x,,,5.88,-9.92,-4.05,C
,9.74,-5.21,h,o,v,-12.47,-5.79,-10.73,6.2,12.28,B
id-217,1.31,-8.64,h,p,x,-11.64,-11.13,5.57,8.44,1.58,A
id-218,-0.87,2.54,h,p,y,-10.9,2.96,12.92,13.98,5.71,A
id-219,23.66,-6.08,i,l,x,-16.25,-13.1,-0.92,-4.61,3.35,
id-220,-1.94,-6.87,h,p,y,,4.32,15.46,18.05,-6.78,C
id-221,-4.51,3.39,h,o,x,-27.09,-9.3,-12.52,22.94,-15.81,B
id-222,-24.06,-13.77,,o,u,27.17,31.23,-8.91,11.93,11.29,D
id-223,,-8.24,h,p,y,-39.56,-13.01,-3.43,-5.49,2.49,
id-224,-9.65,6.37,h,m,y,-16.13,-0.12,16.6,21.01,-15.76,A
id-225,-6.16,-9.03,g,p,v,32.37,-4.06,19.11,-6.24,-4.53,C
id-226,8.14,-11.49,g,l,w,-17.76,11.0,-17.02,-2.91,-22.98,D
id-227,15.91,-21.23,h,n,v,26.29,13.08,11.57,-25.83,-18.27,B
id-228,-8.02,-2.55,g,l,v,,-7.18,-8.58,10.05,-15.86,D
id-229,-1.99,-6.18,h,m,x,-9.46,3.28,9.18,12.99,8.21,A
id-230,-3.1,-13.8,e,n,y,-21.02,-10.88,-11.49,-24.48,-7.99,A
id-231,-0.68,6.74,g,l,v,-3.54,0.56,-6.47,5.48,10.01,D
id-232,1.26,11.72,h,o,v,-9.7,2.27,-5.54,17.84,-2.31,B
id-233,-0.11,2.9,h,n,v,19.86,-5.21,17.18,-1.89,-15.49,B
id-234,-9.76,-3.1,g,o,x,-13.2,-12.1,-1.94,9.04,10.92,D
id-235,-47.0,10.13,e,p,v,-7.37,27.46,-16.98,39.69,7.76,D
id-236,1.97,4.6,g,o,u,45.11,-1.97,16.82,-22.0,7.55,C
id-237,16.04,0.83,i,o,u,1.29,3.03,-2.68,8.78,14.56,C
id-238,-9.16,-11.32,,l,w,-23.02,4.01,-15.4,21.17,-7.24,D
id-239,-19.59,13.72,e,o,v,12.29,-1.27,-4.5,1.25,,D
id-240,3.19,-4.56,f,l,y,-17.66,-5.65,-12.44,-16.94,11.13,A
id-241,-29.89,0.25,f,l,y,15.89,-4.4,25.21,14.12,-4.3,A
id-242,-16.4,-1.16,f,p,x,3.29,9.57,3.17,7.1,12.48,A
id-243,-8.93,9.47,g,o,w,5.88,3.05,4.14,0.3,-6.94,A
id-244,-34.34,5.65,e,o,v,-5.05,2.55,-20.84,25.94,-13.77,D
id-245,25.98,5.07,h,m,x,-23.14,-5.4,-6.29,-10.99,-16.6,C
id-246,-24.42,-0.62,e,p,w,7.7,6.27,-8.33,1.61,7.72,A
id-247,-29.3,18.31,f,l,u,7.56,-7.18,-11.49,22.33,8.7,D
id-248,-2.06,15.0,f,n,w,-4.04,-4.29,-6.27,-5.4,7.74,A
id-249,6.24,-15.78,i,p,x,-9.14,-14.55,15.91,15.31,-1.09,C
id-250,15.4,-3.38,i,l,w,-19.27,4.18,-4.91,10.55,9.65,C
id-251,,-5.76,g,p,u,9.18,2.0,-4.06,7.55,4.15,D
id-252,-16.03,3.07,e,l,w,-5.1,-5.6,-15.68,3.45,1.07,D
id-253,2.48,3.54,e,n,y,-22.82,7.98,-13.05,-23.12,-8.48,A
id-254,-0.3,4.42,i,p,u,12.57,1.07,6.43,21.31,3.87,B
id-255,14.67,-3.51,i,m,x,-24.26,0.43,9.17,21.33,-19.74,A
id-256,-30.64,14.97,e,l,v,29.96,8.51,5.73,-6.39,7.19,C
id-257,-18.74,29.05,f,p,u,23.56,-24.99,-8.18,9.5,4.77,D
id-258,-7.64,2.31,g,l,u,11.61,-8.17,-2.41,8.32,2.38,D
id-259,-6.21,10.39,f,m,x,-4.82,14.7,-10.24,-10.35,-16.57,A
id-260,-8.24,2.08,g,l,x,-4.17,-28.04,4.27,10.8,-6.78,A
id-261,-32.96,-5.59,e,,w,8.3,-9.34,-6.0,3.43,6.84,A
id-262,-41.32,4.65,e,m,v,24.13,9.16,-3.13,1.67,9.75,A
id-263,9.74,7.33,f,n,y,-27.52,-7.35,-15.07,-18.49,3.01,A
,-12.49,14.92,f,n,u,9.07,-12.42,-9.29,8.84,-7.39,D
id-265,-21.16,-12.04,e,n,y,-6.35,0.5,-9.11,-9.12,-5.27,A
id-266,0.24,3.72,h,m,u,34.97,-3.49,19.72,-4.05,13.7,B
id-267,-25.97,-4.72,f,n,y,17.33,-3.01,30.46,12.87,-8.33,A
id-268,-14.03,-7.31,f,m,v,33.82,9.7,8.16,-13.79,11.08,C
id-269,-9.37,-9.61,e,o,w,1.9,-12.34,-8.22,-12.11,-4.99,A
id-270,-14.52,3.7,e,p,y,7.56,-17.27,0.42,-20.36,4.41,D
id-271,6.53,-12.22,g,n,u,17.35,-17.33,-7.93,-9.75,-12.62,C
id-272,-11.45,-14.0,f,l,y,-19.4,10.72,-12.16,2.36,9.72,D
,-1.96,1.47,g,n,x,-3.07,-9.91,4.3,3.31,15.87,A
id-274,-16.31,-7.26,f,m,x,10.88,5.88,12.82,3.14,-8.97,A
id-275,-2.76,-4.79,h,m,w,-15.79,16.4,-6.94,18.59,15.82,B
id-276,7.37,-7.06,h,p,y,-18.42,-1.51,16.75,4.87,-14.25,C
id-277,18.72,8.1,h,p,v,-25.78,-9.75,-20.74,4.42,-12.77,B
id-278,-15.57,8.6,e,o,u,27.29,13.17,-9.48,-16.52,5.59,A
id-279,-7.84,-4.66,f,l,w,28.88,-10.08,20.17,-12.93,6.93,B
id-280,5.76,0.82,i,n,w,3.25,3.21,17.78,15.06,-4.68,C
id-281,-5.29,-0.17,g,o,v,7.95,,-1.0,8.2,-21.76,D
id-282,-26.57,-9.89,e,p,w,-14.22,5.41,-19.41,13.47,19.73,C
id-283,-8.65,-8.75,g,l,x,-35.51,-1.44,-22.41,25.42,-31.95,D
id-284,-32.4,-15.59,e,m,v,6.91,-4.32,-39.17,-19.13,-0.76,C
id-285,11.06,-9.64,g,o,u,25.28,-2.49,4.31,-18.54,-0.58,B
id-286,10.78,12.62,i,o,,-13.03,-0.85,11.4,7.43,-15.4,C
id-287,24.78,20.16,i,m,u,16.25,8.77,-0.53,-17.05,8.44,B
id-288,-22.55,6.04,f,m,x,11.66,0.88,14.32,6.74,-14.19,A
id-289,23.44,25.72,i,p,u,-13.21,-11.16,-14.91,26.25,14.74,B
id-290,9.69,14.42,,m,y,-28.3,-0.69,-14.44,-23.09,-10.26,A
id-291,-19.87,5.73,e,n,w,11.56,6.97,-5.19,-5.83,0.84,D
id-292,23.37,,i,n,u,-30.99,-10.73,-24.87,14.95,-0.22,B
id-293,5.82,-1.89,h,p,w,-4.2,-1.97,-5.31,-1.78,-11.09,B
id-294,9.86,-3.84,h,m,w,-15.43,12.27,,-0.76,3.3,D
id-295,-19.39,,f,n,x,-37.99,-8.29,-27.31,22.42,7.81,D
id-296,-20.7,13.66,e,l,v,4.89,-6.72,-28.66,-18.25,4.2,C
id-297,,-3.58,h,p,y,-54.02,5.07,-24.94,30.03,10.28,D
id-298,3.98,4.79,f,o,x,-22.75,18.74,-15.17,-7.5,-8.24,A
id-299,-41.18,9.47,e,p,u,2.11,-0.95,-23.88,26.85,,D
id-300,13.68,-13.12,i,m,w,-12.2,1.0,-4.95,5.28,-3.23,
id-301,-12.65,15.13,f,m,w,11.45,2.06,0.74,-1.93,2.51,
id-302,30.93,-18.61,h,n,v,-36.15,-16.13,-31.8,,17.64,B
id-303,-10.2,-9.0,e,p,x,-6.23,-9.34,-10.1,-7.75,-10.18,A
id-304,-21.31,4.33,e,n,v,14.73,-0.16,-4.46,-4.98,-5.86,A
id-305,-18.68,7.62,e,o,w,2.17,13.67,-8.73,0.7,11.86,A
id-306,-4.79,21.91,g,l,v,-1.87,-1.1,-7.75,8.93,-8.29,C
id-307,12.73,0.06,g,m,v,2.84,10.84,-5.12,-13.4,6.76,B
id-308,-11.15,19.4,e,l,v,43.16,-0.02,10.95,-34.72,-10.71,D
id-309,1.06,16.78,i,p,x,-7.03,-12.0,20.64,20.14,-13.58,C
id-310,-1.27,8.19,h,l,u,13.24,-7.8,-0.35,3.72,-3.09,D
id-311,-13.06,-13.82,e,l,y,-3.52,3.72,-4.5,-11.88,-5.79,D
id-312,12.59,-2.21,i,m,v,-1.53,-16.12,6.27,20.47,8.67,C
id-313,6.3,2.95,i,n,u,2.26,0.69,-1.24,16.96,-0.87,B
id-314,-8.31,-24.51,e,n,x,-24.48,-8.42,-31.95,-7.98,10.06,C
id-315,3.47,5.04,g,p,v,30.89,2.36,15.74,-21.1,4.51,B
id-316,-20.8,6.39,e,l,u,30.29,9.52,-5.97,-12.3,-6.32,C
id-317,-11.8,-15.04,e,o,y,-18.16,-4.88,-12.9,-8.74,7.55,D
id-318,-6.32,5.99,h,l,x,-2.93,-5.14,14.58,14.21,-28.97,A
id-319,35.71,-6.88,i,n,,-26.83,3.62,-26.61,23.9,16.56,B
id-320,20.57,12.79,i,o,w,-17.49,4.62,-0.81,2.7,3.72,C
id-321,3.67,4.77,h,p,w,27.07,10.52,24.21,-12.31,-7.6,B
id-322,-37.72,-26.9,e,p,x,19.51,-1.51,-0.82,-12.65,-18.34,A
id-323,-9.47,18.32,e,p,y,-23.95,-4.71,-14.19,-10.41,-2.98,A
