id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
id-049,16.21,8.49,e,n,y,-5.09,-14.87,1.24,-9.03,9.01,D
id-050,2.79,18.68,f,,x,14.23,-7.88,9.27,,-1.12,D
id-051,-21.35,0.77,h,m,w,5.8,4.12,16.96,22.29,,C
id-052,6.03,7.48,g,n,w,-16.83,-12.38,-3.54,3.8,,A
id-053,21.67,-5.66,f,o,w,-6.05,-10.48,-5.78,-13.84,0.27,B
id-054,25.13,16.0,h,o,w,-3.86,-2.94,0.05,-3.25,-5.7,B
id-055,-1.41,-8.8,i,o,x,5.01,10.95,3.58,8.43,5.1,A
id-056,14.59,4.14,h,o,,-18.62,-13.34,-10.38,-5.23,-17.81,C
id-057,8.04,15.22,f,m,w,-24.67,-35.06,17.86,19.3,15.44,A
id-058,0.33,-12.89,e,l,u,3.55,-22.59,8.37,-14.22,-3.36,D
id-059,5.86,-7.67,g,m,u,-19.65,-23.0,5.62,9.18,-4.9,A
id-060,-5.34,1.73,f,o,x,-28.09,-14.27,-22.64,-5.44,19.6,A
id-061,-4.29,16.25,f,n,y,11.83,9.1,8.33,4.97,16.42,A
id-062,5.67,-14.94,g,m,v,-14.29,-21.83,19.98,21.58,15.54,A
id-063,7.79,11.9,h,o,y,1.13,1.19,-1.49,-3.85,-16.72,B
id-064,-6.87,-2.26,f,l,,0.42,-16.85,15.25,4.86,1.89,B
id-065,-1.82,-1.56,h,,x,-7.93,3.26,-6.84,,-9.55,A
id-066,5.18,-3.4,i,m,w,26.8,7.61,13.21,-10.64,-4.98,D
id-067,11.23,-2.41,i,l,u,12.04,-13.7,37.15,16.84,1.69,B
id-068,1.31,9.44,g,p,x,-14.12,4.5,-20.55,-4.56,,A
id-069,10.81,-4.88,e,p,u,-0.83,11.56,-5.33,2.41,-0.99,A
id-070,,3.66,i,o,v,-7.3,-3.36,-10.37,-9.98,4.03,C
id-071,-25.1,8.28,f,l,u,11.4,5.99,26.33,29.59,1.45,C
id-072,14.1,-18.95,g,p,v,-1.7,13.57,-10.14,-1.42,8.4,B
id-073,-6.56,6.16,e,l,v,35.57,-36.03,86.39,33.18,-0.89,B
id-074,-4.12,28.47,e,o,v,-23.86,-13.97,-14.58,-0.58,13.47,A
id-075,-15.31,-1.49,f,l,u,18.27,-22.15,38.06,8.49,13.99,B
id-076,14.47,9.05,i,p,u,-32.38,20.74,-56.16,-14.84,-9.9,C
id-077,12.16,-3.3,e,l,x,15.23,-22.97,41.41,9.74,7.0,B
id-078,-1.98,0.03,f,p,v,-19.02,11.89,-28.13,-0.68,-8.66,C
id-079,13.49,-15.89,f,m,w,-8.66,-21.06,20.19,13.97,9.51,A
id-080,6.92,-8.92,g,m,v,-15.84,-33.85,-4.16,-17.6,-1.84,D
id-081,5.59,-7.66,e,n,w,-18.06,-16.0,1.03,7.85,5.26,A
id-082,-24.49,-12.63,h,,y,-6.11,0.47,7.28,22.23,,C
id-083,4.88,-9.71,h,l,w,19.38,-17.1,20.6,-14.42,-2.91,D
id-084,-19.61,-7.18,i,l,x,34.22,-27.53,28.75,-26.5,1.01,B
id-085,20.21,5.12,i,o,y,-7.74,-5.78,-10.02,-12.53,-6.31,C
id-086,-1.24,21.56,h,n,y,2.03,-6.13,-7.31,-16.8,-7.39,D
id-087,-9.96,-1.08,h,m,y,-0.04,-1.46,10.12,13.49,-14.59,B
id-088,13.82,5.75,i,m,x,18.6,-4.35,14.17,-11.98,3.49,D
id-089,1.06,-0.71,g,m,v,-14.39,-22.2,-6.97,-11.17,-11.27,C
id-090,-16.99,4.96,i,p,y,,9.11,-33.84,-21.82,12.43,B
id-091,,2.85,e,n,u,7.52,2.09,15.85,9.71,21.92,B
id-092,-8.74,-0.73,h,n,y,2.58,-2.6,-10.56,-16.75,8.37,D
id-093,19.44,0.34,h,p,w,-10.76,19.63,-34.01,-15.79,4.74,B
id-094,-1.38,15.03,g,l,u,9.66,-26.04,34.64,8.29,-6.92,B
id-095,13.17,11.57,h,o,v,-10.62,-9.85,-9.83,-10.89,0.29,C
id-096,-28.42,-2.41,i,m,v,4.4,10.09,,26.78,-14.9,C
id-097,-14.52,0.57,h,l,y,18.92,-11.03,8.63,-19.15,26.16,B
id-098,15.25,17.97,g,o,x,-3.98,-1.66,-1.24,-1.45,-7.31,C
id-099,19.92,10.26,i,n,u,12.14,5.38,21.91,12.96,0.82,A
id-100,-0.82,,i,l,w,22.1,-11.81,22.81,-9.03,11.21,D
id-101,-2.6,-1.73,e,m,y,8.48,-12.01,2.3,-17.7,-12.16,B
id-102,-14.01,-13.46,e,n,w,0.28,4.15,10.26,19.16,-1.13,
id-103,12.87,3.02,h,l,w,20.29,-27.92,63.61,26.6,-2.19,B
id-104,-14.33,0.34,h,m,w,-0.05,-4.78,1.11,0.25,7.56,B
id-105,-6.79,12.21,e,l,w,8.4,-21.55,12.56,-12.48,-6.07,D
id-106,1.84,8.18,g,n,u,-7.49,-11.59,-10.2,-14.31,-0.36,C
id-107,-10.04,-4.09,g,p,u,-15.36,15.53,-19.1,11.07,2.41,C
id-108,-11.31,1.25,e,,u,14.92,8.73,16.29,12.28,3.81,B
id-109,-14.34,8.21,e,l,u,6.13,-9.49,12.63,2.8,6.76,B
,-11.39,-20.28,h,l,x,23.9,-23.26,30.9,-9.16,-3.0,B
id-111,9.1,-8.41,e,,x,20.73,-25.44,58.5,22.72,-15.77,B
id-112,2.78,-0.97,i,l,x,36.9,-50.36,106.96,42.31,-0.62,B
id-113,-14.7,-4.5,h,m,x,10.68,-1.39,-7.27,-20.2,-9.3,B
id-114,7.34,3.02,f,m,w,24.22,4.63,22.05,0.38,0.29,D
id-115,-25.15,-0.02,e,n,w,-18.25,-9.92,-27.87,-15.84,-9.05,D
id-116,10.67,-4.47,,m,u,28.16,5.26,15.09,-13.24,-16.99,D
id-117,34.15,-20.62,f,n,u,,15.06,41.44,24.5,-2.23,A
id-118,16.79,19.0,i,m,u,21.88,-6.68,19.38,-12.24,-0.08,D
id-119,-15.03,9.72,f,l,w,27.81,-3.05,8.69,-22.71,-12.58,B
id-120,4.14,-27.07,,o,y,6.65,8.49,-5.06,-7.72,0.83,D
id-121,7.03,-5.25,i,l,u,16.42,-12.7,40.78,17.79,-14.78,B
id-122,26.73,-2.73,g,m,w,-4.87,-21.03,30.62,19.49,12.47,A
id-123,7.45,-27.21,f,l,w,23.65,-7.74,33.3,3.99,-7.47,A
id-124,37.65,10.88,f,,w,0.05,13.3,16.93,24.81,-15.24,A
id-125,-3.41,3.13,g,l,v,13.64,-17.96,20.71,-6.26,-12.47,D
id-126,13.34,-10.79,f,n,w,-25.58,-24.59,-5.49,-0.42,7.29,A
id-127,9.7,-11.11,g,p,w,-25.86,-10.45,-25.07,-11.01,17.15,C
id-128,26.37,-6.62,,o,u,10.32,8.65,21.28,15.94,-0.55,A
,4.1,-0.45,h,o,u,-13.37,-13.34,-27.74,-31.0,0.4,C
id-130,-7.73,11.78,i,l,u,10.25,-8.51,13.65,-1.49,-12.51,B
id-131,9.9,7.65,e,m,v,8.86,-10.46,15.26,-3.34,2.44,D
id-132,15.09,-12.1,h,p,y,-0.79,14.85,4.6,16.74,3.79,A
id-133,8.97,-13.72,i,p,w,-19.08,28.99,-42.58,-5.64,-9.34,C
id-134,5.41,-2.7,h,o,u,-1.7,1.52,-30.37,-35.52,2.68,B
id-135,-12.02,-1.63,e,l,y,25.76,-5.78,49.56,27.59,-8.43,B
id-136,1.17,2.76,i,p,w,-13.52,4.94,-20.62,-4.97,-3.52,A
id-137,18.84,0.58,f,m,y,3.94,-12.8,3.82,-15.58,-4.9,D
id-138,0.69,-2.82,f,l,x,6.65,-16.48,18.45,-0.07,3.0,B
id-139,7.77,-23.1,f,l,v,-17.61,-41.54,40.54,,2.47,A
id-140,8.95,-11.0,h,m,y,11.67,-5.59,15.29,-2.18,-0.88,D
id-141,23.25,-1.2,g,n,u,,-9.34,15.62,,-5.55,B
id-142,-7.32,2.12,i,p,u,-16.57,4.02,-19.87,0.7,0.23,C
id-143,6.82,-12.68,f,m,y,18.22,-1.72,13.17,-8.9,-9.16,D
id-144,-14.23,-8.33,g,n,x,-15.85,-9.12,-1.34,12.61,6.48,C
id-145,-13.52,7.82,f,l,w,2.47,-13.57,7.73,-2.65,-10.43,B
id-146,3.19,-2.03,h,n,u,-15.41,-16.3,-15.23,-15.38,-6.61,C
id-147,-7.55,11.47,g,m,y,3.74,-13.22,-8.8,-25.74,11.56,B
id-148,22.48,6.6,g,l,x,1.12,-31.66,59.43,39.44,6.31,A
id-149,-31.27,9.29,e,l,v,-1.71,-3.33,16.84,26.8,-3.33,C
id-150,-2.91,-2.98,f,p,u,-8.29,28.15,,5.06,-14.38,C
id-151,-3.26,1.28,i,p,v,-14.04,2.7,-19.89,-4.45,-3.48,A
id-152,21.69,11.75,e,o,w,-7.25,-6.25,-8.89,-12.46,-7.49,B
id-153,,9.08,g,o,w,-9.3,-10.17,-0.56,-6.42,0.43,B
id-154,16.52,-3.59,g,m,x,10.81,-13.24,9.68,-16.58,2.11,D
id-155,8.9,-0.27,e,m,x,10.17,-7.63,27.52,13.07,12.37,B
id-156,5.61,17.47,f,n,y,15.16,12.41,11.23,5.34,0.7,A
id-157,-15.19,15.96,f,l,x,10.6,-7.2,5.61,-9.16,-10.57,B
id-158,18.71,-7.77,h,l,y,23.07,-5.77,36.11,7.55,-7.17,A
id-159,-6.64,3.35,e,m,v,-0.09,-11.42,9.33,2.93,13.23,B
id-160,,4.86,h,m,y,19.71,5.58,19.17,3.61,-20.34,A
id-161,14.69,0.82,f,o,y,10.33,10.61,13.68,10.74,-4.12,A
id-162,24.03,-2.25,f,o,u,7.56,12.17,16.05,16.46,14.67,A
id-163,5.49,-5.69,,o,y,2.84,10.58,5.63,11.83,-13.03,A
id-164,-13.24,-3.68,e,l,y,10.45,-5.18,21.87,12.65,-13.17,B
id-165,20.85,-3.58,g,m,x,-5.27,-19.69,30.39,22.16,-0.03,A
id-166,5.89,3.77,g,l,w,33.97,-10.56,41.01,-1.24,-3.22,A
id-167,11.81,-3.08,e,n,u,-14.88,-18.68,-10.39,-14.01,14.0,C
id-168,-0.26,13.39,h,m,x,27.26,4.16,16.98,-8.43,6.71,D
id-169,-4.31,13.51,f,m,u,2.41,-11.53,7.07,-3.55,-8.82,B
id-170,5.22,-17.48,f,p,x,-7.8,19.02,-32.88,-15.48,28.35,B
id-171,0.5,9.66,,p,w,-21.41,4.85,-39.59,-18.85,7.73,A
id-172,-18.18,3.79,h,o,v,-2.87,15.15,0.25,21.3,11.12,C
id-173,11.37,-14.54,h,m,,8.57,-11.63,1.87,-21.0,3.8,D
id-174,4.88,-16.5,e,n,u,-3.39,-7.27,2.37,-0.46,-6.92,C
id-175,18.43,1.76,i,n,x,15.09,6.94,3.34,-12.05,-2.5,D
id-176,1.01,-14.69,i,l,u,-11.66,-21.55,27.77,29.32,9.48,A
id-177,18.17,-7.12,h,m,u,4.53,-12.82,16.59,-0.28,5.73,B
id-178,-17.15,-18.47,h,n,y,-0.45,1.9,-16.08,-14.08,9.95,B
id-179,-10.96,-4.84,f,l,u,6.04,-10.52,4.03,-9.44,0.54,B
id-180,24.39,10.29,h,p,u,-8.02,3.75,-10.97,-5.74,17.77,B
id-181,14.19,5.92,h,n,x,-3.7,-5.8,-0.21,-3.99,-13.05,C
id-182,14.26,-1.85,f,o,x,-7.56,-1.5,-5.28,-1.74,16.66,C
id-183,-20.01,11.37,f,m,w,0.83,-2.31,3.63,5.74,-18.56,B
id-184,-3.89,-8.97,h,n,y,4.2,-6.03,-12.44,-25.19,1.03,B
id-185,18.26,-3.84,h,n,x,2.7,-5.26,15.98,7.95,-4.27,B
id-186,-3.99,2.14,e,l,x,40.47,-32.7,101.47,48.39,-16.74,B
id-187,16.2,5.49,g,p,w,-9.73,-0.97,-8.38,-2.88,-0.72,C
id-188,3.68,-8.65,i,m,y,-1.27,,5.31,-5.7,-9.42,D
id-189,-8.12,8.73,i,m,w,-22.5,-21.22,-2.45,7.22,9.48,C
id-190,,4.44,f,o,w,13.62,16.4,-6.67,-12.07,-17.85,D
id-191,31.0,1.32,e,p,y,-0.86,3.55,5.13,3.94,-3.44,B
id-192,9.88,17.22,g,l,v,43.05,8.52,35.16,-3.39,-3.64,D
id-193,24.44,8.6,e,o,u,11.71,8.22,20.82,13.7,3.71,A
id-194,,2.06,e,n,v,-29.37,-23.56,-14.83,-4.24,5.3,A
id-195,39.02,10.32,h,o,x,3.95,-1.22,4.22,-9.06,-0.82,C
id-196,-13.74,-4.58,g,l,w,21.5,-18.78,23.87,-10.45,-17.44,B
id-197,-13.86,-8.42,,o,w,3.29,18.89,-9.39,4.18,25.11,A
id-198,6.51,,e,n,w,-15.07,-16.11,,-7.84,-3.87,C
id-199,7.18,-7.87,g,m,x,7.3,-13.51,11.81,-7.87,-3.55,D
id-200,-12.87,21.39,f,l,y,17.68,-18.44,16.97,-14.24,13.4,B
id-201,21.34,25.22,e,o,v,-0.35,3.83,-0.1,-0.85,18.12,A
id-202,13.05,5.63,h,,w,-18.8,-16.74,-0.49,4.59,-9.77,A
id-203,-1.84,8.63,i,o,x,-5.1,-1.73,-16.42,-15.35,8.49,D
id-204,-2.45,-2.1,g,o,x,-27.36,-14.76,-10.94,7.16,-12.67,
id-205,13.69,-9.94,g,n,x,-9.44,-15.22,-8.99,-16.21,12.36,C
id-206,33.22,11.2,g,m,v,27.78,-2.56,41.76,8.57,-6.93,A
id-207,7.19,8.86,g,p,v,-18.06,18.81,-34.71,-5.82,-18.65,C
id-208,12.45,12.14,g,o,u,-11.32,-14.16,-25.31,,2.53,C
id-209,6.56,-1.21,g,l,u,27.55,-0.54,16.93,-14.52,-4.42,D
id-210,1.17,-0.96,e,n,w,-23.2,-19.43,-5.3,4.14,-15.66,A
id-211,-13.18,3.62,g,p,y,-20.74,11.63,-31.64,-0.76,-5.03,B
id-212,-16.23,0.84,h,m,w,-6.18,-3.17,5.62,15.21,-14.23,C
id-213,18.09,-21.98,g,n,v,-0.6,-6.95,3.83,-4.61,14.36,C
id-214,22.7,0.46,f,o,w,12.63,12.88,16.17,11.33,0.58,A
id-215,6.89,3.35,f,p,w,0.84,17.56,-0.52,12.56,-4.98,A
id-216,20.13,14.35,i,o,y,10.3,10.98,16.53,13.48,8.54,
id-217,8.22,-3.9,e,n,v,-9.52,-7.84,9.12,14.2,-4.42,A
id-218,13.93,-2.29,f,m,w,17.22,-2.13,16.15,-5.87,-2.61,D
id-219,4.67,-7.77,i,p,w,-8.89,7.91,-19.17,-6.9,-16.1,A
id-220,-18.24,-8.04,h,o,w,-6.07,11.67,-2.14,19.14,-6.5,C
id-221,6.53,9.05,i,m,v,12.96,-8.67,13.8,-7.84,5.87,D
id-222,9.02,1.26,f,o,x,-10.96,-13.78,-26.76,-34.19,-12.07,C
id-223,-7.12,-11.39,h,o,y,0.76,16.29,-6.69,6.85,-10.85,A
id-224,-1.33,15.4,h,l,w,11.99,-10.53,6.07,-16.25,3.66,B
id-225,29.79,16.91,i,m,w,11.68,-8.6,41.7,23.51,12.52,A
id-226,29.47,2.24,e,n,y,14.96,2.69,30.28,15.47,-6.48,A
id-227,5.34,-7.59,i,m,v,10.04,-9.61,12.46,-6.53,5.45,D
id-228,-7.47,-5.62,e,p,y,-5.92,12.34,-21.91,-7.37,-1.23,B
,4.67,-0.52,f,o,v,-10.28,-7.75,-16.48,,-9.85,C
id-230,28.4,1.3,i,o,x,-2.4,-0.25,4.84,2.63,-1.4,B
id-231,-8.68,-9.83,f,m,w,-13.27,-17.42,-4.72,,4.69,C
id-232,10.99,-9.22,h,m,x,9.55,-7.32,9.58,-8.67,0.95,D
id-233,1.63,2.77,i,m,w,5.87,-13.31,3.2,-15.45,-0.73,B
id-234,-7.19,-18.99,h,l,u,16.26,-8.11,-1.23,-27.13,-1.68,B
id-235,34.69,-2.42,h,p,y,1.63,17.86,,22.05,17.98,A
id-236,7.97,-15.99,g,n,x,2.09,-5.67,-12.17,-24.5,10.44,C
id-237,-10.26,-20.13,e,l,v,37.19,-34.38,91.33,,-23.15,B
id-238,-6.65,-5.27,h,p,y,0.03,24.15,-13.7,5.95,-14.41,A
id-239,-17.47,0.68,i,o,w,0.89,17.87,0.52,19.31,17.29,C
id-240,-23.27,3.28,i,l,x,-3.37,-14.78,18.99,19.53,4.34,C
id-241,12.08,-9.41,h,n,x,-12.02,-12.87,5.51,7.44,-24.15,A
id-242,20.11,20.24,g,p,y,-0.94,7.08,1.97,5.62,-2.46,B
id-243,-1.32,-9.33,h,p,u,-12.84,17.75,-24.7,1.14,-17.9,C
id-244,9.42,9.68,f,l,v,25.53,-4.54,32.09,2.63,7.31,A
id-245,6.99,-0.43,g,m,v,-3.53,-23.0,4.02,-12.79,-8.1,D
id-246,18.03,-17.78,h,p,x,-12.33,0.17,-18.05,-11.12,-15.6,A
id-247,30.78,-9.39,i,n,w,17.69,1.4,33.36,14.53,-2.76,A
id-248,3.41,-9.42,i,n,x,9.11,-1.11,1.23,-11.33,-1.12,D
id-249,5.4,2.93,g,l,y,26.6,,27.66,0.54,8.91,A
id-250,26.89,5.5,g,p,w,-9.08,6.04,-13.78,-6.43,-15.38,B
id-251,4.7,5.32,h,l,w,11.34,-22.29,12.15,-19.72,-15.16,D
id-252,10.24,-6.2,g,o,u,-14.16,-8.57,-12.0,-7.5,0.04,C
id-253,24.13,-5.64,g,n,u,-3.21,-11.13,2.07,-8.64,-0.04,C
id-254,-3.8,-9.19,e,l,v,12.24,-15.15,,0.12,0.16,B
id-255,4.04,6.14,i,m,,-2.85,-20.16,-2.37,-18.39,-1.18,D
id-256,6.07,2.99,h,n,y,11.31,8.98,11.6,7.34,-9.98,A
id-257,15.99,-2.42,e,o,x,7.79,14.89,8.79,11.31,2.33,A
id-258,5.84,1.43,i,m,x,15.22,-6.83,15.67,-6.48,0.04,D
id-259,-9.47,-1.7,g,n,w,3.7,8.32,-6.64,-3.31,-15.44,B
,24.93,21.88,i,l,x,-4.59,-23.18,37.74,26.49,-17.14,A
id-261,18.36,,g,l,w,-7.13,-26.86,35.86,25.35,2.99,A
id-262,26.48,8.79,i,p,y,24.74,23.97,10.16,-1.85,5.48,D
id-263,9.73,-5.13,i,m,v,13.05,3.25,20.25,10.06,23.29,A
id-264,12.15,9.84,i,n,y,-13.41,-9.43,4.96,11.52,-2.54,A
id-265,-8.56,10.26,i,p,w,-9.2,14.59,-14.4,8.24,12.33,C
id-266,-10.68,-2.66,i,n,x,-15.02,-5.8,-6.3,7.64,7.27,C
id-267,13.33,3.41,g,o,w,5.66,14.03,7.64,12.28,-15.39,A
id-268,22.79,12.67,i,o,v,1.81,-0.9,10.91,5.66,-38.23,B
id-269,16.72,-10.46,f,m,v,-2.95,-10.97,22.16,17.78,-10.94,A
id-270,-3.37,-22.21,f,l,x,11.59,-10.62,11.18,-9.05,-3.57,B
id-271,-1.1,13.35,f,o,v,2.77,9.54,3.21,9.39,5.35,A
id-272,10.18,15.19,e,o,w,-10.36,-7.79,-2.26,0.69,-10.09,C
id-273,-8.23,18.08,,n,u,-13.95,-12.1,-3.19,,-0.4,C
id-274,8.52,2.41,e,n,v,-0.73,-0.3,7.53,8.16,2.35,A
id-275,11.78,6.35,f,n,v,11.45,7.87,16.23,10.7,-4.99,A
id-276,-4.26,8.39,h,p,v,-3.11,10.97,-24.24,-15.63,7.23,D
id-277,4.2,-9.95,i,l,u,5.4,-18.87,2.16,-21.72,6.86,D
id-278,19.25,5.85,i,o,v,6.18,1.11,-12.09,-25.76,-4.9,C
id-279,-1.82,-4.13,e,l,y,4.57,-20.87,8.4,-13.44,-4.78,D
id-280,12.26,1.57,h,,x,2.62,-6.11,-1.37,-13.01,-8.33,C
id-281,-1.59,2.09,e,p,u,2.23,32.54,-26.97,-6.83,1.76,D
id-282,5.6,10.12,h,p,y,-17.75,12.56,-28.01,-3.11,12.32,C
id-283,14.67,-3.81,f,n,w,4.93,-1.53,-5.82,-17.8,-12.61,D
id-284,-11.45,-9.37,h,l,v,9.27,-15.23,15.62,-3.07,,B
id-285,17.69,3.84,e,p,x,-11.34,17.76,-31.37,-13.08,11.32,B
id-286,-19.02,2.27,f,n,w,-8.12,5.21,2.33,21.6,2.28,C
id-287,0.37,0.45,e,o,x,7.67,11.65,-10.67,-12.31,-0.23,D
id-288,24.2,-10.92,g,m,y,24.86,0.77,33.15,6.33,,A
id-289,18.75,-11.75,h,p,x,-8.34,3.24,-8.78,-1.86,0.35,C
id-290,-1.06,-13.79,i,l,v,28.31,1.72,23.4,-3.73,2.72,A
id-291,17.01,10.82,f,l,u,22.49,-30.53,65.67,23.24,3.63,B
id-292,,-16.24,f,p,y,3.58,18.38,-13.84,-6.87,21.83,D
id-293,9.22,6.01,f,o,v,8.56,5.85,-5.14,-13.61,-13.41,D
id-294,10.71,-9.23,f,l,u,19.67,-25.68,54.83,18.89,18.89,B
id-295,-10.08,-12.85,i,m,u,-5.86,-13.81,-13.86,-20.28,-9.67,D
id-296,11.88,6.5,f,o,x,9.34,11.43,10.86,9.77,8.35,A
id-297,5.66,-11.14,f,n,u,,3.75,9.07,5.51,-14.52,B
id-298,11.39,2.64,e,o,,8.71,11.37,-8.48,-13.49,8.75,D
id-299,16.21,-16.97,e,p,y,13.47,26.29,-13.22,-12.88,6.35,D
id-300,-12.5,14.86,i,p,v,-3.99,23.24,-7.84,18.63,0.95,C
id-301,17.99,-14.83,e,o,x,14.4,14.72,14.78,10.11,0.29,A
id-302,13.03,-0.81,e,m,x,25.29,2.17,28.42,3.59,14.76,A
id-303,6.75,0.88,f,n,y,,7.94,12.39,10.07,-0.91,A
id-304,-18.09,0.31,h,p,,-2.27,27.09,-8.14,20.79,3.3,C
id-305,4.68,7.19,i,l,u,34.29,3.44,33.04,1.25,-6.21,D
id-306,14.63,7.2,h,n,u,15.85,6.25,20.13,8.13,6.34,A
id-307,18.1,14.32,e,p,x,18.22,,-0.81,-3.12,7.54,D
id-308,0.87,-9.73,g,o,w,1.74,4.15,-10.64,-11.85,1.04,D
id-309,33.53,1.25,g,p,v,10.16,,2.3,-10.13,-3.84,C
id-310,-19.02,15.26,g,l,v,11.51,-8.61,10.07,-5.17,-0.52,B
id-311,6.2,,f,n,u,-18.2,-23.36,-16.97,-21.1,-1.89,D
id-312,22.06,-31.27,e,m,y,0.58,-14.53,31.29,20.49,-16.31,A
id-313,13.49,-0.24,e,m,u,13.01,-5.18,9.86,-11.18,5.09,D
id-314,-2.82,3.49,h,p,y,,18.82,-47.83,-27.84,5.28,B
id-315,-7.13,0.75,i,m,y,-0.05,-10.17,-8.08,-17.57,2.95,B
id-316,-5.12,-2.54,g,n,y,,-3.75,-6.68,-15.89,-7.94,B
id-317,4.66,-8.55,i,p,x,1.99,18.9,-1.83,11.22,0.93,A
id-318,19.09,-2.51,e,m,u,-18.3,-33.54,16.64,8.96,9.39,A
id-319,20.5,5.73,f,o,w,16.96,14.32,7.95,-2.45,-11.81,D
id-320,15.59,5.78,h,n,v,-1.05,-13.83,-3.09,-18.29,-1.03,D
id-321,-34.15,0.93,i,l,x,-1.55,-12.46,24.4,28.46,-2.99,C
id-322,29.9,-12.63,i,n,w,6.51,-12.19,11.02,-11.6,5.83,D
id-323,10.25,14.59,e,p,u,-6.26,7.43,-19.39,-12.03,1.14,B
id-324,24.22,4.11,e,o,u,-1.39,-6.95,-14.15,-27.36,4.59,C
id-325,-11.02,-5.14,h,n,u,-5.05,3.15,2.25,14.17,12.17,C
id-326,6.08,8.68,h,m,v,-14.56,-20.97,9.86,10.0,-0.16,C
